Sorgu,Label,Recete
Yapraklara baktığımda yeşil ve canlı yapraklar belirtileri hakkında bilgi verir misin? fark ediyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeni çıkan yapraklarda sağlıklı mısır görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Bitkimde yeşil ve canlı yapraklar fark ettim.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeni çıkan yapraklarda sağlıklı mısır görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Çiftçi arkadaşlara sordum, yeni çıkan yapraklarda sağlıklı mısır görüyorum. dediler.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve sağlıklı mısır sorunu mahsulü mahvetti. gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Sağlıklı mısır domateslerimi sarmaya başladı.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yapraklara baktığımda acil yardım! bitkide sağlıklı mısır var. fark ediyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Sanırım bitkimde bir sorun var: yeşil ve canlı yapraklar teşhisi koydum, doğru mu?.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yapraklara baktığımda hocam yeşil ve canlı yapraklar için hangi ilacı kullanmalıyım? fark ediyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Acil teşhis lazım: sağlıklı mısır domateslerimi sarmaya başladı..,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef yaprağın her yerini yeşil ve canlı yapraklar kaplamış., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Bitki yapraklarının üzerinde yeşil ve canlı yapraklar görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Yardımcı olur musunuz, sağlıklı mısır nedeniyle bitkim çok sağlıksız görünüyor..",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Geçen gün yeşil ve canlı yapraklar şüphesiyle baktım, sanırım öyle.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Sanırım bitkimde bir sorun var: yeşil ve canlı yapraklar teşhisi koydum, doğru mu?.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve tarladaki yapraklarda sağlıklı mısır yayıldı. gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Acil teşhis lazım: tarladaki yapraklarda sağlıklı mısır yayıldı..,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve tarladaki yapraklarda sağlıklı mısır yayıldı. gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Sanırım bitkimde bir sorun var: yeşil ve canlı yapraklar olan bitkiyi kurtarabilir miyim?.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Tarladaki yapraklarda sağlıklı mısır yayıldı.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeşil ve canlı yapraklar olan bitkiyi kurtarabilir miyim?,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Çiftçi arkadaşlara sordum, yaprağın her yerini yeşil ve canlı yapraklar kaplamış. dediler.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef yaprağın her yerini yeşil ve canlı yapraklar kaplamış., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Yardımcı olur musunuz, acil yardım! bitkide sağlıklı mısır var..",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef bitkimin durumuna bakar mısın, sağlıklı mısır var gibi., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Çiftçi arkadaşlara sordum, yeşil ve canlı yapraklar teşhisi koydum, doğru mu? dediler.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Bitkimde yeşil ve canlı yapraklar fark ettim.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Bitkimin durumuna bakar mısın, sağlıklı mısır var gibi.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef yeni çıkan yapraklarda sağlıklı mısır görüyorum., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Acil teşhis lazım: acil yardım! bitkide sağlıklı mısır var..,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Kontrol ettim ve bahçedeki bitkide yeşil ve canlı yapraklar oluştu, teşhis nedir? gördüm.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve hocam yeşil ve canlı yapraklar için hangi ilacı kullanmalıyım? gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yapraklara baktığımda bitkimin ana sorunu yeşil ve canlı yapraklar. fark ediyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Sağlıklı mısır sorunu mahsulü mahvetti.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Kontrol ettim ve bahçedeki bitkide yeşil ve canlı yapraklar oluştu, teşhis nedir? gördüm.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve bitkimde yeşil ve canlı yapraklar fark ettim. gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Yapraklara baktığımda yapraklarda sağlıklı mısır var, ne yapabilirim? fark ediyorum.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Yapraklara baktığımda yapraklarda sağlıklı mısır var, ne yapabilirim? fark ediyorum.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Kontrol ettim ve sağlıklı mısır domateslerimi sarmaya başladı. gördüm.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Tarladaki yapraklarda sağlıklı mısır yayıldı.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef tarladaki yapraklarda sağlıklı mısır yayıldı., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Bitkimin durumuna bakar mısın, sağlıklı mısır var gibi.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Yeşil ve canlı yapraklar teşhisi koydum, doğru mu?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Maalesef geçen gün yeşil ve canlı yapraklar şüphesiyle baktım, sanırım öyle., ne yapmam gerekiyor?",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Sanırım bitkimde bir sorun var: yeşil ve canlı yapraklar olan bitkiyi kurtarabilir miyim?.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeni çıkan yapraklarda sağlıklı mısır görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Bitkimin durumuna bakar mısın, sağlıklı mısır var gibi.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Sanırım bitkimde bir sorun var: geçen gün yeşil ve canlı yapraklar şüphesiyle baktım, sanırım öyle..",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeşil ve canlı yapraklar belirtileri hakkında bilgi verir misin?,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yapraklara baktığımda sağlıklı mısır domateslerimi sarmaya başladı. fark ediyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Bitki yapraklarının üzerinde yeşil ve canlı yapraklar görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
